subject_name,session_name,state,posterior_occupancy
GRB006,20240407_123014,1,0.37772593
GRB006,20240408_135314,1,0.8212184
GRB006,20240419_151040,1,0.51271975
GRB006,20240423_162658,1,0.19421713
GRB006,20240424_150511,1,0.21636201
GRB006,20240426_174044,1,0.010639653
GRB006,20240429_174359,1,0.042047296
GRB006,20240429_184502,1,0.007688163
GRB006,20240430_183206,1,0.0013505006
GRB006,20240501_195113,1,0.002889217
GRB006,20240502_161058,1,0.03362491
GRB006,20240503_163955,1,0.034911253
GRB006,20240506_171411,1,0.0961123
GRB006,20240507_180829,1,0.014987519
GRB006,20240508_173227,1,0.0028159993
GRB006,20240509_163637,1,0.0068314904
GRB006,20240510_180411,1,0.0049616233
GRB006,20240514_164132,1,0.0015372089
GRB006,20240515_164745,1,0.1610559
GRB006,20240516_140225,1,0.0056159953
GRB006,20240517_161352,1,0.007203467
GRB006,20240521_170727,1,0.0040177996
GRB006,20240522_170215,1,0.017934833
GRB006,20240523_174600,1,0.026411537
GRB006,20240524_162152,1,0.0021583207
GRB006,20240529_150103,1,0.026744723
GRB006,20240530_164626,1,0.06452346
GRB006,20240531_164435,1,0.046552952
GRB006,20240604_123410,1,0.012924253
GRB006,20240605_133531,1,0.005137432
GRB006,20240606_141045,1,0.009018456
GRB006,20240607_133855,1,0.002020928
GRB006,20240610_133557,1,0.49096695
GRB006,20240611_134554,1,0.0014833461
GRB006,20240612_142350,1,0.028303232
GRB006,20240613_140011,1,0.015233088
GRB006,20240614_132538,1,0.043903727
GRB006,20240617_123448,1,0.3173186
GRB006,20240620_124808,1,0.0097277695
GRB006,20240621_143838,1,0.19211629
GRB006,20240624_112117,1,0.027174195
GRB006,20240625_130638,1,0.029003045
GRB006,20240626_113043,1,0.54488385
GRB006,20240627_141852,1,0.74380153
GRB006,20240628_130506,1,0.013901274
GRB006,20240701_112146,1,0.045734014
GRB006,20240702_134736,1,0.11219174
GRB006,20240710_124222,1,0.047024183
GRB006,20240711_134140,1,0.20497456
GRB006,20240715_134530,1,0.14423706
GRB006,20240716_151257,1,0.01889876
GRB006,20240717_154846,1,0.10885628
GRB006,20240718_150828,1,0.01846344
GRB006,20240722_142540,1,0.11430588
GRB006,20240723_142451,1,0.0102158645
GRB006,20240724_144439,1,0.22487903
GRB006,20240725_153628,1,0.3536652
GRB006,20240729_155308,1,0.17605203
GRB006,20240730_142934,1,0.66038126
GRB006,20240801_164225,1,0.107851654
GRB006,20240805_142718,1,0.31685686
GRB006,20240806_141817,1,0.074551746
GRB006,20240807_120640,1,0.085615255
GRB006,20240813_132409,1,0.90449876
GRB006,20240814_154434,1,0.13635612
GRB006,20240815_111040,1,0.010894436
GRB006,20240819_110829,1,0.9518949
GRB006,20240820_115126,1,0.9158326
GRB006,20240821_121447,1,0.62477875
GRB006,20240822_100914,1,0.89016396
GRB006,20241002_142716,1,0.22893602
GRB006,20241003_112246,1,0.12761481
GRB006,20241004_120803,1,0.083080135
GRB006,20241007_142037,1,0.03988422
GRB006,20241008_151755,1,0.068849765
GRB006,20241011_121243,1,0.16558278
GRB006,20241015_145423,1,0.104870036
GRB006,20241016_153658,1,0.43956736
GRB006,20241018_141859,1,0.076323934
GRB006,20241021_172639,1,0.50375503
GRB006,20230919_133340,2,0.40178043
GRB006,20230920_155219,2,0.1921752
GRB006,20230921_133636,2,0.0030570151
GRB006,20230922_131609,2,0.0007143416
GRB006,20230925_154539,2,0.0009769144
GRB006,20230926_123033,2,0.001037361
GRB006,20230927_145701,2,0.020804573
GRB006,20230928_145546,2,0.011393609
GRB006,20230929_145546,2,0.0009180256
GRB006,20231002_140748,2,0.054087855
GRB006,20231003_141126,2,0.0009905088
GRB006,20231004_122636,2,0.0018909255
GRB006,20231005_133120,2,0.00070202415
GRB006,20231006_132453,2,0.0016891083
GRB006,20231009_134122,2,0.0028634123
